,sms,label,cleaned
2026,"Yes obviously, but you are the eggs-pert and the potato headâ¦ Speak soon! 
",0,ye obvious egg pert potato head speak soon
285,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down
",0,yeah think usual guy still pass last night get ahold anybodi let know throw
4813,"fyi I'm at usf now, swing by the room whenever
",0,fyi usf swing room whenev
4975,"Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
",0,aiyo u poor thing u dun wan eat u bath alreadi
2324,"Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
",0,sorri dude dont know forgot even dan remind sorri hope guy fun
2487,"I dont thnk its a wrong calling between us
",0,dont thnk wrong call us
4057,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)
",0,ha ha nan yalrigu heltini iyo kothi chikku u share mani thing wit far told ani bodi even utter word abt u ur trust much tell other plz nxt time dont use word ok chikku b
4856,"Same to u...
",0,u
922,"On ma way to school. Can you pls send me ashley's number
",0,way school pl send ashley number
3857,"I'm ok. Will do my part tomorrow
",0,ok part tomorrow
3795,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....
",0,short cute good person dont tri prove gud noon
3203,"Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
",0,okay lor wah like def wont let us go haha say term condit
1888,"Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or Â£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
",1,urgent plea call landlin abta complimentari tenerif holiday cash await collect sae c box cw wx ppm
143,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8
",0,swt thought nver get tire littl thing lovabl person coz somtim littl thing occupi biggest part heart gud ni
4764,"Prepare to be pleasured :)
",0,prepar pleasur
4841,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
",1,privat account statement show un redeem point call identifi code expir
1327,"Sorry, was in the bathroom, sup
",0,sorri wa bathroom sup
3619,"Hey check it da. I have listed da.
",0,hey check da list da
1968,"Even i cant close my eyes you are in me our vava playing umma :-D
",0,even cant close eye vava play umma
4384,"No need lar i go engin? Cos my sis at arts today...
",0,need lar go engin co si art today
3705,"Kent vale lor... Ã wait 4 me there ar?
",0,kent vale lor wait ar
3519,"Are you willing to go for apps class.
",0,go app class
5182,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*
",0,babe fuck love know fuck wa good hear voic need crave get enough ador ahmad kiss
2662,"Do you know when dad will be back?
",0,know dad back
4932,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?
",0,good morn boytoy yummi lip sexi bun think crave need
1146,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832
",1,thank winner notifi sm good luck futur market repli stop custom servic
5533,"Compliments to you. Was away from the system. How your side.
",0,compliment wa away system side
4485,"Shopping? Eh ger i toking abt syd leh...Haha
",0,shop eh ger toke abt syd leh haha
4954,"I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
",0,lost pound sinc doc visit last week woot woot gonna celebr stuf face
4435,"Sounds great! Im going to sleep now. Have a good night!
",0,sound great im go sleep good night
1076,"Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
",0,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz
4571,"Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
",1,wanna laugh tri chit chat mobil logon txting word chat send cm po box london w zf p msg rcvd
1549,"Me, i dont know again oh
",0,dont know oh
3851,"I to am looking forward to all the sex cuddling.. Only two more sleeps 
",0,look forward sex cuddl onli two sleep
3161,"How much did ur hdd casing cost.
",0,much ur hdd case cost
5355,"Guai... Ã shd haf seen him when he's naughty... Ã so free today? Can go jogging...
",0,guai shd haf seen naughti free today go jog
1235,"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx""
",0,hello drivbi quit edrunk sorri iff pthi make senrd dnot dancc drum n basq ihav fun nhite x ro xxxxxxx
844,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ 
",1,urgent call landlin complimentari ibiza holiday cash await collect sae c po box sk wp ppm
1336,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)
",0,sometim put wall around heart safe get hurt find care enough break wall amp get closer goodnoon
5484,"URGENT We are trying to contact you Last weekends draw shows u have won a Â£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
",1,urgent tri contact last weekend draw show u prize guarant call claim code k valid hr p pm
4336,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?
",0,u sound like manki scou boy steve like travel da bu home wot ha u inmind recreat di eve
4502,"So wat's da decision?
",0,wat da decis
2067,"Then. You are eldest know.
",0,eldest know
3917,"Ok. C u then.
",0,ok c u
4706,"Hey anyway i have to :-)
",0,hey anyway
3918,"Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
",0,eh ur laptop got stock lei say mon muz come take look c got
4631,"Everybody had fun this evening. Miss you.
",0,everybodi fun thi even miss
1381,"i dnt wnt to tlk wid u
",0,dnt wnt tlk wid u
2371,"That day Ã¼ say Ã¼ cut ur hair at paragon, is it called hair sense? Do Ã¼ noe how much is a hair cut? 
",0,day say cut ur hair paragon call hair sens noe much hair cut
228,"Hey company elama po mudyadhu.
",0,hey compani elama po mudyadhu
2259,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
",0,sad stori man last week wa b day wife nt wish parent forgot n kid went work even colleagu wish
4847,"Pls help me tell Ashley that i cant find her number oh
",0,pl help tell ashley cant find number oh
3756,"""Im on gloucesterroad what are uup to later?""
",0,im gloucesterroad uup later
178,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth
",0,turn friend stay whole show back til lt gt feel free go ahead smoke lt gt worth
2176,"I'm at work. Please call
",0,work plea call
5475,"Ok lor Ã¼ reaching then message me.
",0,ok lor reach messag
4301,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.
",0,erm woodland avenu somewher get parish magazin hi telephon number
4159,"It certainly puts things into perspective when something like this happens
",0,certainli put thing perspect someth like thi happen
3775,"Ok... But bag again..
",0,ok bag
1281,"Oh ho. Is this the first time u use these type of words
",0,oh ho thi first time u use type word
5360,"Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
",0,hmm shall bring bottl wine keep us amus joke still bring bottl red white see tomorrow
2295,"You have 1 new message. Please call 08718738034.
",1,new messag plea call
2949,"Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
",0,nope b go sch fri quit earli lor co si got paper da morn
65,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066364589
",1,valu custom plea advi follow recent review mob award bonu prize call
1317,"Why nothing. Ok anyway give me treat
",0,whi noth ok anyway give treat
4423,"MMM ... Fuck .... Merry Christmas to me
",0,mmm fuck merri christma
2699,"FROM 88066 LOST Â£12 HELP
",1,lost help
4862,"Nokia phone is lovly..
",0,nokia phone lovli
4418," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !
",0,say quit least tim day wudn take much notic nah mind gonna see want come taunton tonight u tell
1004,"&lt;#&gt;  am I think? Should say on syllabus
",0,lt gt think say syllabu
448,"I wont get concentration dear you know you are my mind and everything :-)
",0,wont get concentr dear know mind everyth
489,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2
",0,depend qualiti want type sent boy fade glori want ralph mayb
1447,"Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
",0,look like u wil b get headstart im leav bout ish u r desper compani could head earlier w goin meet rummer
841,"I luv u soo much u donÂt understand how special u r 2 me ring u 2morrow luv u xxx
",0,luv u soo much u understand special u r ring u morrow luv u xxx
4838,"....photoshop makes my computer shut down.
",0,photoshop make comput shut
252,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
",0,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
2654,"Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
",0,sorri da wa thought call lot time lil busi call noon
4138,"Just got to  &lt;#&gt;
",0,got lt gt
3948,"Sorry, went to bed early, nightnight
",0,sorri went bed earli nightnight
2773,"Still in customer place
",0,still custom place
1391,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy
",0,wonder got onlin love gone net cafe get phone recharg friend net think boytoy
2739,"I sent you the prices and do you mean the  &lt;#&gt; g,
",0,sent price mean lt gt g
4480,"Erutupalam thandiyachu
",0,erutupalam thandiyachu
3391,"Please CALL 08712402972 immediately as there is an urgent message waiting for you
",1,plea call immedi urgent messag wait
5075,"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
",0,want sent lt gt mesag today sorri hurt
971,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?
",0,yar lor wan go c hor race today mah eat earlier lor ate chicken rice u
4624,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....
",0,u need presnt alway bcz u cant mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi
